structural_type,construction_material,fire_load_type,wall_thickness,height_floors,temperature,wind,humidity,area_m2,paint,room_number,room_occupants,fire_resistance
Brick,Steel,Commercial,1,49,14.476474338832285,6.407255486221665,66.82517883265342,822,Standard Paint,86,47,1.8
Masonry Structures,Steel,Residential,2,1,27.328408348020556,9.410677922275138,50.80314710549457,802,Standard Paint,9,2,7.8
Brick,Timber,Commercial,2,15,29.540544044047078,1.0306327709063072,57.28209764034753,560,Standard Paint,55,42,1.4
Brick,Timber,Commercial,1,16,18.02359756205963,2.441117302490316,65.190729711307,913,Standard Paint,59,25,5.3
Sandstone,Concrete,Commercial,2,38,32.29136858640099,2.8426072877572506,62.19393067462596,1484,Fire Resistant Paint,62,32,2.6
Timber Structures,Timber,Commercial,1,8,32.16988369220776,3.200789832172842,67.7538692508451,347,Standard Paint,92,44,6.2
Timber Structures,Concrete,Residential,1,4,25.029596956397768,5.243622978881216,81.60272854364509,580,Standard Paint,8,2,6.1
Brick,Steel,Commercial,2,14,14.336882303833438,9.24554804741744,48.503159549968345,1533,Standard Paint,63,20,3.2
Brick,Steel,Residential,1,1,28.608259777811533,7.357081762108202,68.03973087200124,1884,Standard Paint,7,4,2.4
Timber Structures,Timber,Commercial,2,7,17.99227356999041,7.673021744106254,62.29245650129759,918,Standard Paint,32,45,1.3
Brick,Concrete,Commercial,1,29,20.52770695104939,1.2746843490057604,55.22909910809459,1749,Standard Paint,66,48,4.1
Masonry Structures,Concrete,Commercial,2,36,27.621506519462613,8.83055888740347,70.98062989910807,699,Fire Resistant Paint,100,35,3.2
Timber Structures,Steel,Commercial,1,7,19.764849996837242,5.150284477851189,88.0756633387628,1752,Fire Resistant Paint,56,20,4.0
Brick,Timber,Residential,2,6,11.51407750441985,9.827322747327363,43.90742391649199,1634,Standard Paint,10,6,1.7
Timber Structures,Steel,Commercial,1,40,31.87030980716284,5.621996977082093,84.6697196958257,1173,Standard Paint,85,22,2.7
Masonry Structures,Steel,Residential,2,6,33.50943442280458,5.74438575434959,61.17991496668796,686,Fire Resistant Paint,7,10,5.9
Sandstone,Concrete,Residential,2,6,29.919365095075467,9.579260286177707,87.2858851410071,1391,Fire Resistant Paint,9,8,3.5
Masonry Structures,Concrete,Residential,2,4,33.49313427157769,3.938273978777963,52.26296816497553,1814,Standard Paint,6,2,4.5
Brick,Steel,Residential,1,5,23.82959807832496,9.436449631092835,61.598814467210076,1010,Fire Resistant Paint,10,2,5.5
Reinforced Concrete Structures,Steel,Residential,1,1,24.247361695610216,2.065905445021961,81.22049618523175,1777,Fire Resistant Paint,3,2,4.9
Brick,Steel,Commercial,1,50,27.133395753057606,2.5291470120365482,81.93302930554555,631,Fire Resistant Paint,97,37,1.7
Reinforced Concrete Structures,Concrete,Residential,1,2,16.49931299037533,8.569398180982589,54.924891445534826,1983,Standard Paint,8,3,1.9
Brick,Concrete,Commercial,1,32,18.157635258743806,3.461206345095113,87.4387107920958,495,Fire Resistant Paint,72,30,3.9
Reinforced Concrete Structures,Steel,Residential,1,5,11.852843549413002,5.917841948671049,72.5022367545885,1462,Standard Paint,9,7,4.7
Timber Structures,Steel,Commercial,2,23,12.39831734733524,6.911997546377331,80.55474772695115,1551,Standard Paint,69,11,2.8
Masonry Structures,Steel,Commercial,2,24,31.65344393451958,8.141550296752756,76.9852703103478,1715,Standard Paint,98,40,2.3
Brick,Steel,Commercial,1,30,26.36139393712494,6.803832898256362,71.876986664367,368,Fire Resistant Paint,78,40,3.3
Reinforced Concrete Structures,Concrete,Commercial,1,36,26.7917902479317,3.764507455564429,46.87870177991738,641,Standard Paint,64,37,3.8
Timber Structures,Steel,Residential,1,3,25.413735566609432,5.659116811868673,84.42872630541495,183,Standard Paint,6,2,2.3
Brick,Steel,Commercial,2,19,17.123419546858507,4.008328124691036,51.640259597983956,423,Fire Resistant Paint,77,30,1.4
Masonry Structures,Timber,Residential,2,4,21.56558021311986,9.70509340432681,56.00696120516456,1955,Fire Resistant Paint,6,6,2.9
Sandstone,Timber,Residential,2,5,26.440764240552344,6.8034191217793945,46.56574804873362,780,Standard Paint,7,7,1.2
Timber Structures,Timber,Residential,1,2,34.92601619785794,3.359330946882939,62.08134007791128,624,Standard Paint,8,3,4.3
Sandstone,Concrete,Commercial,1,46,28.26238382979689,9.379431138884563,59.5973920631884,266,Fire Resistant Paint,87,29,2.1
Timber Structures,Steel,Residential,1,3,31.600217399611203,8.082347492164734,78.30029100531675,1449,Fire Resistant Paint,7,4,4.3
Brick,Steel,Residential,1,2,15.286743863158367,4.077071479567785,62.23323602557635,1858,Standard Paint,7,2,4.3
Timber Structures,Timber,Commercial,1,18,16.129342924451468,1.7149023431210533,56.32686895128127,1024,Fire Resistant Paint,65,14,4.2
Sandstone,Steel,Residential,1,5,30.559028842301807,4.595853772935852,48.52884605820281,1709,Fire Resistant Paint,6,7,6.4
Sandstone,Steel,Commercial,1,17,20.002839542401155,8.255534624673029,80.80894088062232,1104,Fire Resistant Paint,43,45,5.7
Sandstone,Timber,Residential,2,1,16.17353120496259,5.423646733433061,65.96770148794258,698,Standard Paint,5,9,1.4
Masonry Structures,Concrete,Commercial,2,18,30.9726904679117,8.143713195015996,52.566792557329855,1259,Fire Resistant Paint,85,18,3.5
Sandstone,Concrete,Residential,2,4,16.328204800353365,8.21794133783268,52.55783646337635,1057,Standard Paint,7,10,3.7
Masonry Structures,Timber,Commercial,1,40,32.52261381419136,2.702641174258133,51.422669646475015,931,Fire Resistant Paint,78,48,2.9
Timber Structures,Steel,Residential,2,5,19.078189189813724,7.816804230256466,60.59911257177602,324,Standard Paint,6,10,3.7
Timber Structures,Steel,Residential,1,4,23.210104391350846,2.5361271744791813,45.66590796785797,1195,Fire Resistant Paint,7,9,5.5
Timber Structures,Concrete,Residential,1,5,19.721777698753375,1.1856179551941364,55.41444033962963,1838,Fire Resistant Paint,9,7,2.8
Sandstone,Timber,Commercial,2,34,32.08241171919915,9.049051619190646,58.79493017278246,836,Fire Resistant Paint,56,20,4.6
Reinforced Concrete Structures,Concrete,Residential,1,6,28.66141343976202,3.721455622783237,53.43431693687972,1575,Fire Resistant Paint,9,6,4.3
Sandstone,Steel,Commercial,1,23,20.342989115612028,3.4222990305886194,41.81189442998297,1196,Standard Paint,86,29,4.0
Timber Structures,Concrete,Residential,1,5,23.241153801216704,1.0531124619168395,67.50876717990366,1714,Standard Paint,7,7,2.3
Brick,Steel,Commercial,2,49,15.144224356848245,8.657110925184082,44.64934887054505,781,Fire Resistant Paint,92,15,1.7
Reinforced Concrete Structures,Timber,Residential,2,1,33.54289565049075,2.1945412053061157,86.89342243882427,826,Standard Paint,10,2,2.3
Reinforced Concrete Structures,Timber,Commercial,1,44,34.270913570058056,5.673075508067578,61.21812344752632,287,Standard Paint,59,11,4.8
Reinforced Concrete Structures,Timber,Residential,1,3,27.935731782036925,7.040557520519751,70.12597422431926,248,Fire Resistant Paint,4,8,4.9
Masonry Structures,Steel,Commercial,1,32,21.88097546028844,1.2709764878328986,67.65221519602949,777,Standard Paint,46,13,2.4
Reinforced Concrete Structures,Steel,Residential,2,6,22.60310745041693,5.541468225999715,89.43678495617849,999,Fire Resistant Paint,10,7,1.6
Sandstone,Concrete,Commercial,2,36,29.86299904448282,4.599951162501609,71.80858820743914,548,Fire Resistant Paint,59,39,7.6
Sandstone,Timber,Residential,1,1,11.171303677544605,3.3434256934619127,62.63360622929247,1627,Standard Paint,5,8,2.4
Sandstone,Concrete,Commercial,2,6,17.722619550893896,9.936571862425877,57.86226124766769,834,Standard Paint,47,25,1.8
Brick,Steel,Commercial,2,32,29.878384427181437,4.070062598753326,85.93261204993493,672,Standard Paint,100,19,1.9
Reinforced Concrete Structures,Concrete,Residential,2,6,15.008472653901407,8.068882719420458,79.0331634136283,687,Standard Paint,7,1,3.4
Reinforced Concrete Structures,Steel,Residential,2,5,21.156233092218255,8.14412548023613,64.65185720957282,394,Fire Resistant Paint,9,9,3.6
Brick,Timber,Commercial,2,50,31.197532703140094,2.9102971054589357,47.925943677590936,419,Fire Resistant Paint,66,33,3.0
Masonry Structures,Timber,Commercial,1,16,14.490697998488121,9.808419173792688,80.98661706969654,1518,Standard Paint,95,48,7.8
Timber Structures,Concrete,Residential,1,3,26.302951309773032,9.373789686169923,49.19986899930941,1005,Fire Resistant Paint,5,8,2.4
Sandstone,Concrete,Commercial,1,19,13.890141580162098,4.35191547943314,64.09573869919622,425,Standard Paint,61,24,2.8
Sandstone,Concrete,Residential,2,1,17.105647768333686,6.789299001394512,79.62019434348596,367,Fire Resistant Paint,2,10,3.0
Sandstone,Steel,Commercial,1,14,11.81657241322225,7.680408770767438,84.47229591262658,1832,Fire Resistant Paint,55,27,4.9
Sandstone,Concrete,Commercial,2,37,16.943114897891576,6.534801357363352,83.04201054904306,1739,Standard Paint,50,11,4.5
Masonry Structures,Timber,Commercial,2,26,20.168336523238928,3.1825820101287894,50.281917077429625,512,Fire Resistant Paint,70,13,4.1
Masonry Structures,Timber,Residential,2,3,31.033863941805404,9.449730054190523,84.75924823860919,1118,Standard Paint,9,6,2.3
Masonry Structures,Timber,Commercial,2,19,33.22267931251078,6.886841018550283,74.78936194938052,1087,Fire Resistant Paint,60,35,4.4
Masonry Structures,Timber,Commercial,1,49,32.910673708821484,3.882319489645756,43.86012050036758,1289,Fire Resistant Paint,65,12,6.7
Sandstone,Timber,Commercial,2,49,12.644531399736696,4.552446295368356,66.39535600868844,1902,Standard Paint,83,49,6.2
Timber Structures,Concrete,Residential,1,1,29.07235680575175,3.6844791362632665,60.73855943018859,150,Fire Resistant Paint,8,9,2.1
Timber Structures,Concrete,Commercial,1,42,22.721379368277482,3.78783071094338,46.928780913960395,1548,Fire Resistant Paint,93,24,3.6
Reinforced Concrete Structures,Timber,Commercial,2,50,30.566927245100235,9.448364752361227,58.66473143254444,1680,Fire Resistant Paint,96,30,5.3
Masonry Structures,Steel,Commercial,1,46,10.294586647260054,3.847192441380547,63.60575249066751,1970,Standard Paint,93,50,4.5
Brick,Timber,Residential,2,6,15.57134195549219,8.339057839243205,83.55820622402818,612,Fire Resistant Paint,8,8,2.2
Timber Structures,Timber,Residential,2,5,10.966399249523342,2.5819919640955855,88.65512782201947,201,Standard Paint,9,1,3.0
Sandstone,Concrete,Commercial,2,6,32.53278931941096,3.879559404734118,64.32913470690048,698,Fire Resistant Paint,59,18,2.1
Brick,Timber,Commercial,1,40,27.095897351195187,3.195204830605027,64.87057884612705,219,Standard Paint,88,43,3.9
Timber Structures,Steel,Commercial,1,13,22.114510324257672,5.054710804326769,78.44362532126158,679,Fire Resistant Paint,75,38,2.9
Masonry Structures,Concrete,Residential,1,5,16.747120765243594,1.145189569535318,59.882021151049656,250,Fire Resistant Paint,6,10,2.9
Reinforced Concrete Structures,Timber,Commercial,2,28,30.747025198827373,3.0935712722135578,70.89548573535154,1581,Fire Resistant Paint,60,48,3.6
Brick,Concrete,Residential,2,6,24.41220103909275,2.9899046441836186,56.919814933793404,211,Standard Paint,7,6,1.7
Timber Structures,Steel,Residential,1,1,17.33198140680866,4.84034834421877,86.43708168261348,502,Fire Resistant Paint,6,5,9.4
Reinforced Concrete Structures,Concrete,Commercial,1,22,10.084750734769251,2.7555265123605865,73.63149212066662,393,Fire Resistant Paint,50,48,1.9
Sandstone,Steel,Residential,2,1,18.04229421250585,7.601201177414633,87.92233371114162,405,Fire Resistant Paint,10,9,5.0
Brick,Steel,Residential,1,6,30.280178718111046,4.978061818923871,41.16598759715017,976,Fire Resistant Paint,10,7,2.7
Reinforced Concrete Structures,Timber,Residential,1,6,12.447016302897886,1.8042738117161448,52.163448356367965,1983,Fire Resistant Paint,7,7,3.2
Masonry Structures,Steel,Commercial,1,34,17.590466872902986,9.666689349939576,65.77953243437989,237,Standard Paint,81,36,3.1
Timber Structures,Timber,Commercial,1,40,34.16020530240498,8.175192870060037,80.39534289761266,1852,Standard Paint,54,13,3.1
Sandstone,Concrete,Residential,2,1,16.998298324129333,7.140234240007443,40.519319580234274,1892,Fire Resistant Paint,9,5,8.6
Brick,Concrete,Commercial,1,13,10.306188600195823,7.297979120161249,69.64808219852458,270,Standard Paint,57,26,4.9
Sandstone,Steel,Commercial,2,22,22.438036226665787,4.9440637101059215,58.107285692594544,552,Fire Resistant Paint,37,49,4.0
Reinforced Concrete Structures,Concrete,Commercial,2,10,27.657484438087685,2.9154465296108842,77.23864734877381,1787,Standard Paint,46,14,3.1
Masonry Structures,Concrete,Commercial,1,18,18.350293487786747,5.089309864662461,57.85588271629787,1933,Fire Resistant Paint,60,13,8.2
Sandstone,Steel,Residential,1,3,19.785671004343023,5.984690353426016,46.45852029477621,1952,Fire Resistant Paint,3,3,2.9
Brick,Steel,Residential,1,3,17.857006301672577,4.970685009010546,77.31910953064614,868,Standard Paint,8,9,2.8
Brick,Timber,Commercial,1,18,11.744682681059334,1.8755152126243044,41.67692356387758,793,Standard Paint,77,38,3.3
Timber Structures,Steel,Commercial,2,7,28.30410793046818,3.23290015337537,65.25395130548483,644,Fire Resistant Paint,50,45,2.4
Reinforced Concrete Structures,Concrete,Commercial,1,48,30.0463806748593,9.287135848338213,71.2017178101668,1713,Fire Resistant Paint,93,40,4.9
Brick,Steel,Commercial,1,35,22.757471649068293,5.132463786926625,85.58270612254094,312,Fire Resistant Paint,67,49,2.4
Timber Structures,Concrete,Residential,2,4,23.60762957403482,9.736833164023496,89.3322131149709,1604,Fire Resistant Paint,8,2,3.8
Timber Structures,Concrete,Residential,1,1,30.934770663682336,7.8021582448867175,71.3479030972349,147,Fire Resistant Paint,10,4,2.4
Sandstone,Timber,Commercial,2,45,22.381485988606865,8.243337259434227,79.03044993539038,1097,Fire Resistant Paint,73,38,4.1
Masonry Structures,Timber,Residential,2,6,17.353809407600238,8.490330519945239,54.832758554733616,763,Standard Paint,9,1,3.4
Timber Structures,Concrete,Residential,2,6,31.425907967622695,1.917949263204167,45.04103420040962,1808,Standard Paint,8,1,3.3
Brick,Steel,Commercial,2,47,12.171473662259984,9.734337815674076,80.79958928621446,1917,Fire Resistant Paint,65,11,1.7
Reinforced Concrete Structures,Timber,Residential,2,3,27.880319408936504,3.2906440202170306,41.34927134649854,463,Standard Paint,9,2,4.1
Masonry Structures,Steel,Residential,1,4,12.951541296769506,8.955261873970091,55.75819850552124,1998,Standard Paint,9,9,2.0
Brick,Concrete,Residential,2,5,14.02787447049392,8.12093432416161,69.77823801089076,639,Fire Resistant Paint,7,7,4.7
Sandstone,Concrete,Commercial,2,42,29.167302722976018,5.520659963795159,84.80084193604694,888,Standard Paint,79,40,6.3
Timber Structures,Concrete,Residential,2,1,19.348749209317802,1.60929691440168,70.82127161212615,666,Fire Resistant Paint,2,5,6.0
Brick,Timber,Residential,2,5,10.921572621135134,6.815758155440168,40.934223311867534,859,Standard Paint,8,6,2.6
Masonry Structures,Timber,Residential,2,6,12.242598631662235,6.077163293774424,89.4125347590339,637,Fire Resistant Paint,6,9,3.8
Reinforced Concrete Structures,Steel,Commercial,2,47,11.365600639445724,3.2089289702800725,64.9648154222456,1543,Standard Paint,75,12,2.1
Reinforced Concrete Structures,Timber,Commercial,1,32,17.108452776212026,2.7551876051972135,82.72310687685246,937,Fire Resistant Paint,96,38,3.6
Timber Structures,Steel,Residential,2,4,15.876258636201376,8.025154335486974,87.86149744315802,1792,Fire Resistant Paint,8,9,5.4
Masonry Structures,Steel,Residential,1,5,26.879979916644288,3.348030284003175,87.78041559626405,1588,Fire Resistant Paint,10,9,2.3
Brick,Timber,Commercial,1,30,25.950390467653083,2.5185847580328984,52.69249411115985,922,Fire Resistant Paint,76,42,2.7
Sandstone,Steel,Residential,1,5,31.392809272987677,4.818321175037708,56.64425401737166,1408,Standard Paint,7,9,5.8
Sandstone,Concrete,Commercial,1,20,11.048443496149565,3.4332992047482365,44.551057666099844,1965,Fire Resistant Paint,58,37,2.8
Masonry Structures,Steel,Residential,1,6,16.750432717434464,5.712499276214769,58.21699085667578,1188,Fire Resistant Paint,9,6,1.8
Sandstone,Steel,Residential,2,6,25.16886702058531,1.7497085933620324,47.57916686255218,595,Fire Resistant Paint,11,4,4.8
Reinforced Concrete Structures,Concrete,Commercial,2,43,29.434396401685287,2.563287200741049,72.99610719489701,896,Standard Paint,71,28,1.0
Masonry Structures,Timber,Commercial,1,6,26.380723088129688,1.8601616872244078,86.25923952880675,209,Fire Resistant Paint,99,37,2.5
Timber Structures,Timber,Commercial,2,44,27.320049206422176,5.958297637594005,71.79956875625172,997,Standard Paint,88,29,3.3
Brick,Steel,Residential,2,6,12.609399436450705,9.800881832944814,49.72059022857885,767,Fire Resistant Paint,10,10,1.4
Reinforced Concrete Structures,Steel,Residential,1,5,20.645592132071496,3.6487685989900607,85.00015070790427,474,Standard Paint,9,5,3.4
Masonry Structures,Steel,Residential,1,5,24.608013876703374,1.5166281948348708,82.64244389483606,334,Fire Resistant Paint,10,8,3.1
Timber Structures,Concrete,Residential,2,2,15.600704024780502,4.389394530488856,48.982339391060194,1839,Standard Paint,2,8,2.4
Reinforced Concrete Structures,Timber,Residential,1,6,24.227230970211586,3.5864627270700566,77.1152506219199,1997,Fire Resistant Paint,11,10,2.0
Reinforced Concrete Structures,Steel,Residential,2,3,30.31782252131375,1.6863740234168059,75.16204482546445,1106,Standard Paint,6,8,5.1
Timber Structures,Concrete,Residential,1,6,25.17320068767716,1.747559658589993,82.01007198583397,1567,Standard Paint,10,8,2.9
Brick,Steel,Commercial,1,38,10.466696455436269,6.79750981500561,47.55990678929213,1782,Fire Resistant Paint,68,10,4.2
Masonry Structures,Concrete,Commercial,2,33,32.27215236901706,9.0620663556197,64.83084343673022,1969,Standard Paint,94,35,1.7
Sandstone,Timber,Residential,2,1,21.62210480163,4.7523080921745535,52.33802617663427,1581,Fire Resistant Paint,6,9,2.9
Reinforced Concrete Structures,Steel,Residential,2,3,18.64215025227098,2.4145710069018915,70.08489467519392,570,Standard Paint,6,9,3.4
